drug name,PDOD score
Botulinum toxin type A,-0.3794294921187696
Insulin pork,-0.2858784729968967
Streptokinase,0.008716157872997649
Capromab pendetide,-0.4214103950591966
Cyclosporine,-0.20730233357628125
Alefacept,-0.24733258008906145
Felypressin,0.36076607757794626
Alemtuzumab,-0.31899999692987446
Urofollitropin,0.46410256410256406
Efalizumab,-0.3944634982851543
Choriogonadotropin alfa,-0.4641025641025642
Filgrastim,-0.216025641025641
Becaplermin,-0.497008547008547
Antithymocyte immunoglobulin (rabbit),-0.3920875927029366
Coagulation Factor IX (Recombinant),-0.21400540405746163
Interferon alfa-2b,-0.3333333333333333
Abarelix,-0.3887179487179487
Enfuvirtide,0
Oxytocin,0.008584474885844776
Natalizumab,-0.3741123799616448
Palivizumab,-0.3101007699763206
Technetium Tc-99m arcitumomab,-0.34936595397675774
Bevacizumab,-0.3500065256895447
Daclizumab,-0.3389954238003756
Cyanocobalamin,-0.3129819524626827
Histidine,-0.36659462219196737
Tetrahydrofolic acid,-0.4097496662640645
Ademetionine,-0.27846715511603903
Pyruvic acid,-0.31496739750539793
Phenylalanine,-0.3949363919862818
Biotin,-0.3958854435490154
Choline,-0.4175427315330295
L-Lysine,-0.30873473816458225
Pyridoxal phosphate,-0.3543256870072226
Arginine,-0.3521974983289631
Spermine,-0.4413076698141905
Ascorbic acid,-0.29682360656260515
Ornithine,-0.3576327628913448
L-Glutamine,-0.4104141488720989
Aspartic acid,-0.35233554107052917
Serine,-0.3787244270547929
alpha-Linolenic acid,-0.36797207625721284
Methionine,-0.38376753066718033
Adenosine phosphate,-0.015304074675023998
Calcitriol,-0.5317496229260935
Tyrosine,-0.41642091073004767
Cystine,-0.4111458222709948
Succinic acid,-0.3887179487179487
Riboflavin,-0.36999636380761763
N-Acetylglucosamine,-0.20330274692438158
Phosphatidyl serine,-0.35442324555406673
Glutathione,-0.3960851356188708
Glycine,-0.3351592107710941
Calcifediol,0.5317496229260935
Pyridoxal,-0.26333333333333336
Creatine,-0.2167512484625504
Leucine,-0.28480696752581963
Tryptophan,-0.3517789879736783
Thiamine,-0.3468913092806898
Cysteine,-0.4061526645718066
Dihomo-gamma-linolenic acid,-0.4497044351035027
Glutamic acid,-0.39642506052196086
Threonine,-0.3517789879736782
Citrulline,-0.37982927136662453
Folic acid,-0.18957160725453406
Ergocalciferol,0.3953924361767502
Icosapent,0.06326859235924022
Alanine,-0.39154102514743033
Valine,-0.3958416524300893
Vitamin E,-0.23783064530478001
Pyridoxine,-0.26333333333333336
Lipoic acid,-0.3278664480328613
Vitamin A,-0.3905953699933609
Aspartame,0.2284349298500242
Cholecalciferol,0.5317496229260935
Isoleucine,-0.3996106042586514
Menadione,-0.11576119525430799
Proline,-0.29216693128324367
Adenine,-0.38485990574464357
ATP,-0.37048043746552045
Asparagine,-0.3824559775145257
Pravastatin,-0.3545071379119374
Fluvoxamine,-0.41038461538461535
Valsartan,-0.47965219598882963
Ramipril,-0.4428888556320463
Masoprocol,-0.419410950075229
Flunisolide,0.38769794078988545
Baclofen,0.3887179487179487
Pentagastrin,0.35822021116138764
Nicotine,0.23704641130836293
Amphetamine,0.1108861498047786
Cevimeline,0.3987179487179487
Esmolol,-0.46410256410256406
Bortezomib,-0.3831050612410653
Lorazepam,2.3129646346357427e-18
Carbidopa,-0.4513574660633484
Ethchlorvynol,0.27309084580577797
Indecainide,-0.3653846153846154
Phentermine,-0.4234189045428988
Vidarabine,0
Betaxolol,-0.4931736023539302
Fluconazole,0
NADH,-0.3773827351934924
Oseltamivir,-0.34040974347659647
Erythromycin,-0.3566666666666667
Hydroxocobalamin,-0.187219708396179
Troglitazone,-0.3110454075788745
Succinylcholine,0.33607998448977827
Sildenafil,-0.3887179487179487
Tramadol,-0.12381137055423909
Dofetilide,-0.34401709401709407
Pyrimethamine,-0.3947505197505197
Azithromycin,-0.3887179487179487
Reserpine,-0.38519788774565844
Ticlopidine,-0.3653846153846154
Trospium,-0.3987179487179487
Midodrine,0.45341880341880336
Remikiren,-0.28205128205128205
Adapalene,0.056451234889074046
Pantoprazole,-0.3296329469617141
Torasemide,-0.3974358974358974
Citalopram,-0.4641025641025642
Eletriptan,0.4372435897435896
Caffeine,-0.4129350273975913
Moxifloxacin,-0.28097560975609753
Nelfinavir,0
Oxyphenonium,-0.432051282051282
Bethanidine,-0.06757341019636104
Isoetharine,0.4931736023539302
Diflorasone,0.38769794078988545
Indinavir,0
Glimepiride,-0.11692307692307694
Guanadrel,0.46410256410256406
Cefotiam,0
Pregabalin,-0.3974358974358974
Lovastatin,-0.3668351249860954
Methyclothiazide,-0.38957698313662226
Aminosalicylic acid,-0.3582245720246568
Reboxetine,-0.46410256410256406
Milrinone,-0.39136176485030044
Temazepam,2.3129646346357427e-18
Nevirapine,0
Oxiconazole,0.514102564102564
Alclometasone,0.38769794078988545
Butalbital,0.1403105547658347
Cladribine,-0.303069786401679
Butabarbital,-0.08807949861651763
Mesalazine,-0.24469693485830094
Benzatropine,-0.45717960852840167
Ranolazine,-0.37919540229885074
Methysergide,-0.2841987179487179
Ziprasidone,-0.3787838829714079
Idoxuridine,0
Dapsone,0
Terconazole,0
Enflurane,-0.23631286701918783
Medrysone,0.38769794078988545
Diethylstilbestrol,-0.11152897257893495
Lymecycline,0
Cabergoline,-0.0024688098749858873
Sulfanilamide,0
Cycloserine,0
Anagrelide,-0.39136176485030044
Clotrimazole,0.18075592625062806
Sulfisoxazole,0
Carmustine,-0.4225747637194559
Metoprolol,-0.4931736023539302
Cefmenoxime,0
Dicoumarol,-0.4261575090974115
Chlorotrianisene,0.5679177769420148
Phenytoin,-0.3336198040270441
Betazole,0.46410256410256406
Ropinirole,-0.23019822799281398
Cefmetazole,0
Isradipine,-0.38952380952380944
Olmesartan,-0.47965219598882963
Amsacrine,-0.36433238085037034
Argatroban,-0.49615384615384617
Liothyronine,0.17439006271361818
Theophylline,-0.22537483681537054
Lidocaine,-0.32538461538461544
Disopyramide,-0.32762820512820506
Clemastine,-0.46410256410256406
Pamidronic acid,-0.37065242972168405
Acarbose,-0.401872824086016
Venlafaxine,-0.46324806549605413
Conjugated estrogens,0.4983564156225056
Travoprost,0.36076607757794626
Amcinonide,0.42071218500134805
Topiramate,-0.3570979360543492
Bleomycin,-0.41322530293935616
Raltitrexed,-0.3887179487179487
Etonogestrel,0.3782051282051282
Atomoxetine,-0.33775922760539734
Ropivacaine,0
Morphine,0.2817716525884709
Bupivacaine,-0.25723981900452486
Penciclovir,0
Tenofovir disoproxil,0
Flucloxacillin,0
Dapiprazole,-0.45341880341880336
Tranexamic acid,-0.42460637242896465
Etomidate,0.2824414597025724
Ertapenem,0
Desogestrel,0.4730614525735717
Bexarotene,0.4417561789885678
Vindesine,0.0
Chlorthalidone,-0.4291358718145805
Ethoxzolamide,-0.3719053127819069
Ibutilide,-0.03664102564102563
Talbutal,0.1403105547658347
Capreomycin,0
Zolmitriptan,0.41256410256410253
Acetaminophen,-0.21063475262673917
Gefitinib,-0.5307692307692308
Valproic acid,-0.36947653324732616
Codeine,0.2435897435897436
Piperacillin,0
Pentobarbital,0.0334177955287098
Floxuridine,-0.3887179487179487
Tolcapone,-0.4959477481010923
Dihydroergotamine,0.4153846153846154
Fluorometholone,0.38769794078988545
Nitroprusside,0.3887179487179487
Hydromorphone,0.2435897435897436
Ethambutol,0
Metformin,-0.15478340411570304
Indomethacin,-0.14262323171934546
Ipratropium,-0.4205128205128206
Methadone,-0.1995552018464759
Atenolol,-0.4931736023539302
Nitrofural,0
Pimecrolimus,0.09113374322146851
Amitriptyline,-0.2938448079029436
Pyrazinamide,0
Omeprazole,0.034904786300083736
Cetirizine,-0.46410256410256406
Metixene,-0.3984615384615385
Diltiazem,-0.3974358974358974
Protriptyline,-0.4641025641025642
Terfenadine,-0.40186813186813175
Olanzapine,-0.39628952325471545
Trimethadione,-0.34205128205128205
Nitisinone,-0.3394731037090726
Alfuzosin,-0.42923076923076925
Minoxidil,0.1645526188131005
Megestrol acetate,0.3829515344975069
Methylergometrine,-0.3987179487179487
Aztreonam,0
Buclizine,-0.44807692307692304
Chlorzoxazone,-0.29703850706214613
Aminoglutethimide,-0.44692158018832345
Mefloquine,-0.3974358974358974
Sulfadiazine,0
Clobazam,2.3129646346357427e-18
Vinorelbine,-0.3352564618148146
Anidulafungin,0
Sapropterin,-0.42121794871794865
Grepafloxacin,0
Sucralfate,0.3176220856903289
Levonorgestrel,-0.42669437145867284
Doxylamine,-0.3978313826406875
Cidofovir,0
Mirtazapine,-0.36939102564102555
Norepinephrine,0.23249474569146697
Thiethylperazine,-0.46410256410256406
Clozapine,-0.42077448614272994
Timolol,-0.4931736023539302
Treprostinil,0.3677512018371861
Meprobamate,0.27309084580577797
Palonosetron,-0.3974358974358974
Trihexyphenidyl,-0.3984615384615385
Dydrogesterone,0.3782051282051282
Mexiletine,0.04657145296675038
Dexrazoxane,-0.29356602186711517
Tacrine,-0.4797005708361237
Oxyphencyclimine,-0.4205128205128205
Valrubicin,-0.28097560975609753
Amlodipine,-0.39524761172724265
Triamterene,-0.3653846153846154
Carbimazole,-0.4288052026026065
Phenylephrine,0.45341880341880336
Digoxin,-0.35969040569967387
Procyclidine,-0.4067307692307693
Sulpiride,-0.3876523210929312
Profenamine,-0.4311965811965812
Beclomethasone dipropionate,0.38769794078988545
Carisoprodol,-0.21847267664462233
Nimodipine,-0.3093347386048119
Progesterone,-0.02377472054099045
Zoledronic acid,-0.361025641025641
Phenylpropanolamine,0.025715987109429753
Griseofulvin,0
Sorafenib,-0.45069554436688875
Nisoldipine,-0.3974358974358973
Ceruletide,0.3566666666666667
Dexbrompheniramine,-0.46410256410256406
Ardeparin,-0.27724337380940195
Eszopiclone,0.27309084580577797
Remoxipride,-0.376523346268747
Mupirocin,0
Alprazolam,2.3129646346357427e-18
Carbamoylcholine,0.016452991452991474
Rosiglitazone,-0.30936867922475497
Acetohexamide,-0.31871794871794873
Pramipexole,0.42774456965539764
Ampicillin,-0.2705101517673416
Phenoxymethylpenicillin,0.0
Metocurine iodide,-0.3974358974358974
Miglustat,-0.3653846153846154
Promazine,-0.42585470085470084
Loxapine,-0.4235209933796908
Methylphenidate,-0.46324806549605413
Secobarbital,-0.10371359151440668
Methocarbamol,-0.4608358461932635
Hyoscyamine,-0.4067307692307693
Zolpidem,0.36412112774103716
Famciclovir,0
Streptozocin,0
Triprolidine,-0.46410256410256406
Cefpiramide,0
Carboprost tromethamine,0.25723981900452486
Trifluridine,-0.3887179487179487
Lindane,-0.40499469285510337
Prochlorperazine,-0.44807692307692304
Nitric Oxide,-0.1207344326379356
Cyproheptadine,-0.41263736263736256
Allopurinol,-0.432051282051282
Ceftazidime,0
Bendroflumethiazide,-0.25225388509686864
Trimethoprim,0
Cerivastatin,-0.4935897435897436
Spironolactone,-0.3757463157062216
Betamethasone,0.38769794078988545
Teniposide,-0.28097560975609753
Gemcitabine,-0.4265811965811966
Epirubicin,-0.28097560975609753
Chloramphenicol,-0.3974358974358974
Loracarbef,0
Lansoprazole,-0.3726774330641734
Droperidol,-0.48012820512820514
Framycetin,-0.46240206089243047
Clomocycline,0
Dipivefrin,0.10791063690143635
Levothyroxine,-0.02808134202986644
Cefalotin,0
Loratadine,-0.41038461538461535
Prazosin,-0.43017094017094015
Meperidine,-0.345753243049741
Acitretin,0.3702214223996908
Nabumetone,-0.4497044351035027
Methscopolamine bromide,-0.4205128205128206
Sodium tetradecyl sulfate,-0.14442388569331782
Ketorolac,-0.4497044351035027
Imipramine,-0.35470638782543984
Picrotoxin,-0.36412112774103716
Enoxacin,-0.28097560975609753
Quinine,-0.216025641025641
Tenoxicam,-0.4497044351035027
Dronabinol,0.46032249537404185
Metharbital,0.1403105547658347
Montelukast,-0.46196721587654577
Hexylcaine,-0.3653846153846154
Methohexital,-0.3641211277410372
Duloxetine,-0.46324806549605413
Fluoxetine,-0.3885810594578915
Rimantadine,0
Amikacin,0
Lenalidomide,-0.2430281157003457
Raloxifene,0.33223761041500377
Chlordiazepoxide,2.3129646346357427e-18
Celecoxib,-0.3111463873386816
Gallamine triethiodide,-0.42461538461538456
Dicloxacillin,0
Brimonidine,0.43205128205128207
Pefloxacin,-0.28097560975609753
Nabilone,0.46032249537404185
Sotalol,-0.4476712904581757
Chlorpromazine,-0.3954816851848371
Buspirone,0.16825575698187165
Miglitol,-0.38656783936427663
Fosinopril,-0.45372642921281053
Entacapone,-0.4959477481010923
Zidovudine,-0.328947579711993
Oxycodone,0.2435897435897436
Cefotaxime,-0.36551687281284384
Phenindione,-0.3930339410108196
Darifenacin,-0.3984615384615384
Cimetidine,-0.46410256410256406
Tolmetin,-0.4497044351035027
Flutamide,-0.15890270251947014
Ritonavir,0.514102564102564
Levallorphan,0.3653846153846154
Nitazoxanide,0
Tridihexethyl,-0.4205128205128205
Triflupromazine,-0.43153846153846154
Dextrothyroxine,0.1503923738618733
Acetyldigitoxin,-0.35969040569967387
Aminocaproic acid,-0.3471482105625296
Cisplatin,-0.4231577727924886
Haloperidol,-0.4131186768780248
Albendazole,-0.3683097766744996
Anisotropine methylbromide,-0.4205128205128206
Caspofungin,0
Trandolapril,-0.45372642921281053
Bentiromide,-0.3646786182042662
Carteolol,-0.029071038251366105
Metolazone,-0.3974358974358974
Tolnaftate,0
Cinchocaine,-0.39607692307692316
Dextromethorphan,-0.2711738551842474
Lercanidipine,-0.3974358974358974
Foscarnet,0
Alitretinoin,0.23779349899983385
Cyclophosphamide,-0.514102564102564
Erlotinib,-0.008333333333333323
Mephenytoin,0.07435897435897433
Rofecoxib,-0.22120884021718523
Cefdinir,-0.432051282051282
Chlormerodrin,0.0043589743589743475
Guanidine,-0.32440776597643695
Ciprofloxacin,-0.3188211382113821
Toremifene,-0.47345390472097276
Benazepril,-0.45372642921281053
Vincristine,-0.36830977667449966
Fluorouracil,-0.3887179487179487
Pyridostigmine,-0.4554171501438632
Adinazolam,2.3129646346357427e-18
Desoximetasone,0.38769794078988545
Nortriptyline,-0.41062099234703353
Zafirlukast,-0.46410256410256406
Azelaic acid,-0.42743468860002853
Propylthiouracil,-0.4288052026026065
Acetohydroxamic acid,0
Pentostatin,-0.42280169371912485
Piroxicam,-0.4497044351035027
Hydroxyzine,-0.41038461538461535
Zanamivir,0
Bosentan,-0.37921879158903377
Tigecycline,0
Doxapram,-0.31871794871794873
Amoxapine,-0.36599020201481935
Methotrexate,-0.4005174405174405
Benzthiazide,-0.3812640869801366
Cisatracurium,-0.3974358974358974
Cephalexin,0
Carbamazepine,-0.28703237391314856
Fondaparinux,-0.32150943996146597
Lamotrigine,-0.3393132613992345
Vinblastine,-0.2508469711080863
Propranolol,-0.47573097940311043
Cinnarizine,-0.3978685897435898
Atropine,-0.3900431447614843
Fenoprofen,-0.2165560507029671
Sulfamethizole,0
Valaciclovir,0
Carbenicillin,0
Fenfluramine,0.16260260383999084
Mazindol,-0.46346169014768157
Clonidine,0.4427350427350427
Lactulose,0
Voriconazole,0
Valdecoxib,-0.38042402653686663
Enalapril,-0.45372642921281053
Nizatidine,-0.46410256410256406
Cinalukast,-0.46410256410256406
Diclofenac,-0.4497044351035027
Fluticasone propionate,-0.02312447216709022
Levocarnitine,-0.3326195246212873
Fluocinolone acetonide,0.2578469743588719
Doxazosin,-0.387051282051282
Piperazine,0.3641211277410372
Ethosuximide,-0.34205128205128205
Oxytetracycline,0
Lisuride,-0.005186533212010912
Ulobetasol,0.38769794078988545
Labetalol,-0.4693207229928541
Amiloride,-0.38366723682562814
Monobenzone,-0.432051282051282
Ivermectin,0.3641211277410372
Thiopental,-0.013830414270336778
Cisapride,0.20089743589743592
Sulindac,-0.43331428323436394
Nafcillin,0
Medroxyprogesterone acetate,-0.20397836106350434
Ethionamide,0
Metaraminol,0.49615384615384617
Chloroquine,-0.43571787170600323
Cyclothiazide,-0.38162114653268536
Butorphanol,1.2335811384723961e-17
Amodiaquine,-0.375441818730571
Bisoprolol,-0.4931736023539302
Rifabutin,-0.33072091645630475
Paramethadione,-0.31871794871794873
Candoxatril,-0.3932686119863853
Demeclocycline,-0.5307692307692308
Triamcinolone,0.38769794078988545
Oxandrolone,0.42113306477396256
Fluphenazine,-0.412470895411045
Imatinib,-0.4596166596859885
Efavirenz,0
Testosterone,-0.17305748001570326
Bacitracin,-0.3994386266796315
Niacin,-0.11333715975455776
Nicardipine,-0.40919723550641923
Guanabenz,-1.850371707708594e-17
Clofarabine,-0.3849829679176607
Docosanol,0
Alendronic acid,-0.33676748436480336
Dexmedetomidine,0.432051282051282
Sulfacetamide,0
Prednisone,0.38769794078988545
Clofibrate,0.5328962415186399
Clorazepic acid,2.3129646346357427e-18
Inulin,0
Astemizole,-0.37403102422439444
Simvastatin,-0.3668351249860954
Adenosine,0.3908974358974358
Gonadorelin,0.19435897435897434
Mebendazole,-0.3683097766744996
Dyclonine,0
Pemetrexed,-0.39756756756756756
Stavudine,0
Dextropropoxyphene,0.050641025641025635
Mitotane,-0.42093350642319033
Pentazocine,-0.013166759387329093
Dyphylline,-0.4189411028943603
Latanoprost,0.36076607757794626
Estrone,-0.23138771888473084
Magnesium sulfate,-0.3974358974358974
Trazodone,-0.33608058608058605
Mecamylamine,-0.3950534240973678
Flumethasone,0.38769794078988545
Sulfametopyrazine,0
Nilutamide,-0.42113306477396256
Nafarelin,0.19435897435897434
Verapamil,-0.3978321678321679
Epinephrine,0.22697929802438002
Sumatriptan,0.4372435897435896
Cefixime,0
Pirenzepine,-0.432051282051282
Acamprosate,0.06650500831496306
Chlorpropamide,-0.2866666666666667
Aprepitant,-0.4923365882037833
Galantamine,-0.443252681737891
Isoflurophate,-0.4780352258718097
Losartan,-0.47965219598882963
Moricizine,-0.3653846153846154
Warfarin,-0.4535682525566919
Thioridazine,-0.4297435897435897
Tobramycin,0
Trovafloxacin,-0.28097560975609753
Pentosan polysulfate,-0.4031128175124608
Tamoxifen,-0.36640390683623825
Fludrocortisone,0.38004283433447145
Cephaloglycin,0
Mycophenolate mofetil,-0.3425862300912286
Midazolam,2.3129646346357427e-18
Moexipril,-0.45372642921281053
Fluorescein,0
Daunorubicin,-0.29356602186711517
Phentolamine,-0.44807692307692304
Furosemide,-0.37343154851200605
Flurazepam,2.3129646346357427e-18
Nitrofurantoin,0
Nicergoline,-0.49615384615384617
Eplerenone,-0.37238772787905733
Tizanidine,0.37948717948717947
Amprenavir,0
Naltrexone,-0.26416339199796474
Delavirdine,0
Methazolamide,-0.3719053127819069
Ergotamine,0.31943589743589745
Porfimer sodium,-0.4591362248464113
Tamsulosin,-0.45341880341880336
Lamivudine,0
Sufentanil,0.2435897435897436
Ibandronate,-0.361025641025641
Diethylcarbamazine,-0.45841152871158114
Flurbiprofen,-0.4497044351035027
Oxacillin,-0.17833333333333334
Nedocromil,-0.4110197763859453
Norethisterone,0.3956787112563255
Adefovir dipivoxil,0
Azatadine,-0.46410256410256406
Apomorphine,0.4120081910576766
Clodronic acid,-0.2989481866028276
Lisinopril,-0.3678888556320463
Methoxamine,0.16538461538461544
Imiquimod,0.27852617222537257
Homatropine methylbromide,-0.3984615384615384
Procaine,-0.36079984441327634
Paroxetine,-0.40305069576563496
Nitroglycerin,0.3887179487179487
Thiabendazole,0
Rocuronium,-0.41965811965811967
Nateglinide,0.10652245372841802
Atracurium besylate,-0.3974358974358974
Pralidoxime,0.4554482921516214
Naftifine,-0.42514667280067053
Esomeprazole,-0.3296329469617141
Meclizine,-0.3962559930885603
Pentamidine,-0.31871794871794873
Hetacillin,0
Risperidone,-0.43696581196581197
Riluzole,0.03205128205128203
Hydrocortisone,0.42071218500134805
Zileuton,-0.4598318676505273
Trimipramine,-0.40280722718658646
Deferoxamine,-0.4587318087318087
Modafinil,-0.014743893115876075
Carbinoxamine,-0.46410256410256406
Prilocaine,-0.3653846153846154
Etodolac,-0.44622534039044087
Scopolamine,-0.39374629005011946
Tranylcypromine,-0.41602564102564105
Ethotoin,0.07435897435897433
Epinastine,-0.4476495726495726
Hexachlorophene,-0.470199224464333
Dolasetron,-0.3974358974358974
Clopidogrel,-0.3653846153846154
Tetracycline,-0.40899611219105797
Meropenem,0
Tretinoin,-0.13558853833062737
Irinotecan,0.0
Methimazole,-0.4288052026026065
Potassium chloride,-0.376068376068376
Isoflurane,0.1337153562776179
Mometasone,0.3829515344975069
Metyrosine,-0.432051282051282
Hydrocortamate,0.38769794078988545
Olopatadine,-0.25675060498882135
Alprostadil,0.3844645550527903
Benzquinamide,-0.4094017094017094
Clidinium,-0.432051282051282
Malathion,-0.44679402020067877
Etoposide,-0.29356602186711517
Tirofiban,-0.4641025641025642
Hydroflumethiazide,-0.22454482757320113
Roxithromycin,-0.4522582324612781
Propiomazine,-0.4115384615384615
Oxcarbazepine,-0.3653846153846155
Propantheline,-0.432051282051282
Phenelzine,-0.4262846009581071
Mefenamic acid,-0.4497044351035027
Estradiol,-0.11637968866846075
Cryptenamine,-0.47863808322824714
Acyclovir,0
Gadopentetic acid,-0.30762871776692213
Naproxen,-0.4497044351035027
Tripelennamine,-0.46410256410256406
Perindopril,-0.42343161526526085
Marimastat,-0.30042091476769844
Candesartan cilexetil,-0.47965219598882963
Sulfasalazine,-0.27738536528864993
Tolazoline,-0.14401709401709403
Gentamicin,-0.44410949410949413
Tazarotene,0.3484576498652589
Primidone,0.1403105547658347
Alfentanil,0.3653846153846154
Dicyclomine,-0.4480769230769231
Fenoldopam,-0.22544871794871793
Pentoxifylline,-0.3916239316239316
Proparacaine,0
Indapamide,-0.3974358974358974
Halazepam,2.3129646346357427e-18
Minaprine,-0.11467236467236468
Biperiden,-0.432051282051282
Tropicamide,-0.4067307692307692
Ribavirin,-0.3566666666666667
Phenylbutazone,-0.4121406076295504
Fentanyl,0.06962774957698817
Meloxicam,-0.4497044351035027
Rosoxacin,0
Orciprenaline,0.5222446406052963
Tadalafil,-0.3900398567841246
Carprofen,-0.4497044351035027
Disulfiram,-0.47552165888308306
Acetazolamide,-0.3606235429640125
Ethynodiol diacetate,0.4730614525735717
Propofol,0.20214912789573425
Cinoxacin,0
Enprofylline,-0.413859439440862
Fosfomycin,0
Phenmetrazine,-0.46282081619279913
Levomenthol,-0.17830374753451672
Cefaclor,0
Trifluoperazine,-0.36941880341880334
Mifepristone,-0.4266685443658594
Diazepam,2.3129646346357427e-18
Progabide,0.376419538229493
Brompheniramine,-0.40940170940170934
Clocortolone,0.38769794078988545
Tolazamide,-0.30269230769230765
Loperamide,-0.1192740713388507
Dobutamine,0.29644763967037596
Nalbuphine,-0.2435897435897436
Clofazimine,-0.4092147614207257
Flurandrenolide,0.38769794078988545
Oxazepam,2.3129646346357427e-18
Cysteamine,-0.23205128205128203
Levamisole,0.3974358974358974
Donepezil,-0.2693351301456669
Dacarbazine,-0.324053737057532
Perphenazine,-0.4516581196581197
Levorphanol,0.2435897435897436
Aminolevulinic acid,0.491770916511401
Terbinafine,-0.42514667280067053
Methylphenobarbital,0.10323517208845777
Drostanolone,0.42113306477396256
Prednisolone,0.38769794078988545
Diflunisal,-0.4497044351035027
Vardenafil,-0.3887179487179487
Tacrolimus,-0.2333935639304767
Ranitidine,-0.4641025641025642
Benzphetamine,0.23269215600616444
Alprenolol,-0.4786380832282471
Ritodrine,0.5222446406052963
Benzonatate,-0.3653846153846154
Pseudoephedrine,-0.23284769669634084
Suprofen,-0.4497044351035027
Dorzolamide,-0.3775748086746767
Terbutaline,0.17408154686843208
Conivaptan,-0.4457676541735885
Eprosartan,-0.47965219598882963
Guaifenesin,-0.34065934065934056
Flupentixol,-0.4443589743589743
Sirolimus,-0.20145483758156432
Emtricitabine,0
Quinapril,-0.45372642921281053
Clomifene,-0.47345390472097276
Chlorothiazide,-0.4025663144057586
Isosorbide dinitrate,0.3887179487179487
Risedronic acid,-0.3887179487179487
Omapatrilat,-0.3932686119863853
Granisetron,-0.3974358974358974
Sulfapyridine,0
Oxybuprocaine,0
Dienestrol,0.09446387222104212
Bumetanide,-0.4018099547511312
Testolactone,-0.49593821978877956
Iron Dextran,-0.1192207841702491
Rimexolone,0.38769794078988545
Benzylpenicilloyl polylysine,0.46105241829290944
Remifentanil,0.2435897435897436
Didanosine,-0.456184012066365
Bitolterol,-0.5222446406052963
Methdilazine,-0.46410256410256406
Triazolam,2.3129646346357427e-18
Etacrynic acid,-0.4244950134347165
Bimatoprost,0.33557461510014
Ondansetron,-0.2587179487179488
Tiagabine,-0.3974358974358974
Quinidine,-0.3939560439560439
Cocaine,-0.36191094168122545
Paricalcitol,0.5317496229260935
Repaglinide,0.10652245372841802
Anileridine,0.3653846153846154
Ethanol,-0.3035125672422709
Phenformin,0.08230769230769232
Metronidazole,0
Amantadine,-0.22652556607306418
Dinoprostone,0.4012428355957767
Almotriptan,0.4480769230769231
Spectinomycin,0
Ketotifen,-0.3858656409347432
Buprenorphine,9.25185853854297e-18
Ceforanide,0
Zonisamide,-0.3742739572445076
Levosimendan,0.06151853314639922
Etretinate,0.3664137276349946
Phenoxybenzamine,-0.45067801597309787
Cyclobenzaprine,-0.40093401818578434
Famotidine,-0.46410256410256406
Azacitidine,-0.3653846153846154
Tipranavir,0
Mesoridazine,-0.4147435897435898
Misoprostol,0.39354072398190043
Salicylic acid,-0.42937560630831806
Oxymetazoline,0.29871794871794866
Diethylpropion,-0.46282081619279913
Salmeterol,-0.13532016253327728
Meclofenamic acid,-0.4069250706484296
